timestamp,user,channel,text
2025-07-10 11:00:00,Mark,#thyatira,"Continue in prayer, and watch in the same. Col 4:2"
2025-07-12 13:45:00,Paul,#corinth,"Come unto me, all ye that labour. Matt 11:28"
2025-07-12 14:15:00,Achaicus,#hierapolis,Love worketh no ill to his neighbour. Rom 13:10
2025-07-13 08:00:00,Paul,#iconium,"Ye are my friends, if ye do whatsoever I command you. John 15:14"
2025-07-13 08:00:00,Secundus,#patmos,Mary hath chosen that good part. Luke 10:42
2025-07-13 09:45:00,Matthias,#caesarea,Lay not up for yourselves treasures upon earth. Matt 6:19
2025-07-13 10:20:00,Eutychus,#philippi,Blessed are the peacemakers. Matt 5:9
2025-07-14 07:15:00,Onesimus,#lystra,I am the bread of life. John 6:35
2025-07-14 07:30:00,Paul,#lystra,Suffer the little children to come unto me. Matt 19:14
2025-07-14 09:00:00,Eutychus,#puteoli,Blessed are the merciful. Matt 5:7
2025-07-14 10:00:00,Thomas,#damascus,"Where your treasure is, there will your heart be. Luke 12:34"
2025-07-14 10:45:00,Gaius_Derbe,#cyprus,Go thou and do likewise. Luke 10:37
2025-07-14 18:20:00,Paul,#jerusalem,Thou shalt love the Lord thy God. Matt 22:37
2025-07-16 07:15:00,Paul,#puteoli,"We walk by faith, not by sight. 2 Cor 5:7"
2025-07-16 10:20:00,Paul,#philadelphia,Have faith in God. Mark 11:22
2025-07-16 11:30:00,Crescens,#puteoli,Blessed are they that mourn. Matt 5:4
2025-07-18 09:30:00,James_Alphaeus,#damascus,Believe on the Lord Jesus Christ. Acts 16:31
2025-07-18 18:00:00,Nicanor,#thyatira,He that is faithful in that which is least. Luke 16:10
2025-07-18 19:30:00,Simon_Zealot,#ephesus,Blessed are the peacemakers. Matt 5:9
2025-07-19 08:45:00,Paul,#ephesus,"Jesus Christ the same yesterday, and to day, and for ever. Heb 13:8"
2025-07-19 09:00:00,Paul,#athens,I have fought a good fight. 2 Tim 4:7
2025-07-19 09:30:00,Titus,#iconium,"If any man have ears to hear, let him hear. Mark 4:23"
2025-07-19 10:00:00,Tychicus,#antioch,Go thou and do likewise. Luke 10:37
2025-07-19 10:00:00,Junia,#thessalonica,"Take heed, and beware of covetousness. Luke 12:15"
2025-07-19 11:20:00,Matthew,#cyprus,The truth shall make you free. John 8:32
2025-07-20 07:45:00,Mark,#puteoli,Thou shalt love the Lord thy God. Matt 22:37
2025-07-20 08:15:00,Mark,#derbe,"Jesus Christ the same yesterday, and to day, and for ever. Heb 13:8"
2025-07-20 14:00:00,Paul,#malta,"Be sober, be vigilant. 1 Pet 5:8"
2025-07-21 10:20:00,Paul,#alexandria,"Continue in prayer, and watch in the same. Col 4:2"
2025-07-21 15:30:00,Andrew,#sardis,Silver and gold have I none. Acts 3:6
2025-07-22 08:00:00,Simon_Zealot,#athens,Blessed are the poor in spirit. Matt 5:3
2025-07-22 15:00:00,Dionysius,#cyprus,Put on the whole armour of God. Eph 6:11
2025-07-22 16:15:00,Olympas,#rome,It is finished. John 19:30
2025-07-23 09:00:00,Linus,#damascus,Be careful for nothing. Phil 4:6
2025-07-24 10:00:00,Secundus,#pergamum,Lay not up for yourselves treasures upon earth. Matt 6:19
2025-07-24 13:15:00,Paul,#lystra,"Fear not: for, behold, I bring you good tidings. Luke 2:10"
2025-07-24 18:00:00,Nicolas,#samaria,"Give, and it shall be given unto you. Luke 6:38"
2025-07-24 18:30:00,Aristarchus,#thyatira,"Be ye stedfast, unmoveable, always abounding. 1 Cor 15:58"
2025-07-25 19:15:00,Olympas,#philippi,Whatsoever things are true... think on these things. Phil 4:8
2025-07-26 16:45:00,Peter,#rome,"I am the resurrection, and the life. John 11:25"
2025-07-26 19:20:00,Thaddaeus,#colossae,Love worketh no ill to his neighbour. Rom 13:10
2025-07-27 13:00:00,Paul,#athens,"For in him we live, and move, and have our being. Acts 17:28"
2025-07-27 15:00:00,Joseph_Barsabas,#samaria,Feed my sheep. John 21:17
2025-07-28 10:00:00,Paul,#rome,Let brotherly love continue. Heb 13:1
2025-07-29 09:00:00,Simon_Zealot,#smyrna,Put on the whole armour of God. Eph 6:11
2025-07-29 18:00:00,Archippus,#caesarea,Thou shalt love the Lord thy God. Matt 22:37
2025-07-30 07:00:00,Parmenas,#damascus,Greater love hath no man than this. John 15:13
2025-07-30 09:30:00,Apphia,#tarsus,It is finished. John 19:30
2025-07-31 09:00:00,Cephas_Disciple,#crete,Love worketh no ill to his neighbour. Rom 13:10
2025-07-31 14:00:00,Rufus,#galatia,He that is faithful in that which is least. Luke 16:10
2025-07-31 16:30:00,Onesiphorus,#patmos,Enter ye in at the strait gate. Matt 7:13
2025-08-01 08:00:00,Apollos,#ephesus,"Peace I leave with you, my peace I give unto you. John 14:27"
2025-08-01 13:30:00,Paul,#puteoli,Whatsoever things are true... think on these things. Phil 4:8
2025-08-01 16:30:00,Justus,#troas,"All have sinned, and come short of the glory of God. Rom 3:23"
2025-08-01 19:00:00,Demas,#joppa,"Lord, teach us to pray. Luke 11:1"
2025-08-02 10:00:00,Nicolas,#thyatira,"Where your treasure is, there will your heart be. Luke 12:34"
2025-08-02 19:30:00,Olympas,#thessalonica,All scripture is given by inspiration of God. 2 Tim 3:16
2025-08-04 09:30:00,Barnabas,#troas,With God all things are possible. Matt 19:26
2025-08-04 09:30:00,Aquila,#cyprus,Quench not the Spirit. 1 Thess 5:19
2025-08-04 09:45:00,Stephanas,#troas,The sabbath was made for man. Mark 2:27
2025-08-04 14:00:00,Erastus,#cyprus,"Saul, Saul, why persecutest thou me? Acts 9:4"
2025-08-04 15:45:00,Epaphras,#rome,"Take heed, and beware of covetousness. Luke 12:15"
2025-08-04 19:00:00,Philemon,#philippi,The Lord is my shepherd; I shall not want. Psalm 23:1
2025-08-05 08:00:00,Gaius_Derbe,#cyprus,Recompense to no man evil for evil. Rom 12:17
2025-08-05 09:00:00,Jason,#corinth,I am Alpha and Omega. Rev 1:8
2025-08-05 15:20:00,Paul,#smyrna,The kingdom of God is within you. Luke 17:21
2025-08-06 09:00:00,Paul,#philadelphia,Seek ye first the kingdom of God. Matt 6:33
2025-08-06 14:20:00,Manaen,#philadelphia,Have faith in God. Mark 11:22
2025-08-06 19:15:00,Matthew,#philippi,Render unto Caesar the things which are Caesar's. Matt 22:21
2025-08-07 09:00:00,Paul,#philippi,My grace is sufficient for thee. 2 Cor 12:9
2025-08-07 09:20:00,Simon_Zealot,#corinth,Now faith is the substance of things hoped for. Heb 11:1
2025-08-08 10:00:00,Paul,#damascus,Prove all things; hold fast that which is good. 1 Thess 5:21
2025-08-10 07:30:00,Cephas_Disciple,#athens,Man shall not live by bread alone. Luke 4:4
2025-08-10 14:20:00,Paul,#damascus,Put on the whole armour of God. Eph 6:11
2025-08-11 18:45:00,Paul,#patmos,All things work together for good. Rom 8:28
2025-08-12 11:00:00,Rufus,#joppa,The disciples were called Christians first in Antioch. Acts 11:26
2025-08-14 18:20:00,Carpus,#jerusalem,Seek ye first the kingdom of God. Matt 6:33
2025-08-15 10:20:00,Thaddaeus,#pergamum,"Repent ye therefore, and be converted, that your sins may be blotted out. Acts 3:19"
2025-08-15 14:30:00,Paul,#berea,Rejoice in the Lord alway. Phil 4:4
2025-08-15 18:20:00,Junia,#corinth,Enter ye in at the strait gate. Matt 7:13
2025-08-16 09:15:00,Peter,#antioch,Jesus wept. John 11:35
2025-08-17 09:30:00,Rufus,#ephesus,They were all filled with the Holy Ghost. Acts 2:4
2025-08-17 14:15:00,Olympas,#samaria,"All have sinned, and come short of the glory of God. Rom 3:23"
2025-08-17 14:45:00,Asyncritus,#thyatira,"Judge not, that ye be not judged. Matt 7:1"
2025-08-18 09:00:00,Simon_Zealot,#philadelphia,The same day there were added about three thousand souls. Acts 2:41
2025-08-18 09:15:00,Priscilla,#damascus,Blessed are they that mourn. Matt 5:4
2025-08-19 07:20:00,Mark,#galatia,My grace is sufficient for thee. 2 Cor 12:9
2025-08-19 09:00:00,Paul,#smyrna,"All have sinned, and come short of the glory of God. Rom 3:23"
2025-08-19 14:00:00,Paul,#lystra,"I am the way, the truth, and the life. John 14:6"
2025-08-19 19:45:00,Andrew,#malta,"Abide in me, and I in you. John 15:4"
2025-08-20 14:15:00,Mark,#patmos,By grace are ye saved through faith. Eph 2:8
2025-08-20 14:45:00,Onesimus,#smyrna,Blessed are the peacemakers. Matt 5:9
2025-08-21 08:15:00,Prochorus,#crete,In every thing give thanks. 1 Thess 5:18
2025-08-21 09:00:00,Carpus,#hierapolis,The sabbath was made for man. Mark 2:27
2025-08-21 14:20:00,Peter,#iconium,"Take heed, and beware of covetousness. Luke 12:15"
2025-08-21 18:00:00,Onesiphorus,#sardis,In my Father's house are many mansions. John 14:2
2025-08-23 09:15:00,Patrobas,#smyrna,"Lo, I am with you alway, even unto the end. Matt 28:20"
2025-08-24 09:30:00,Paul,#philippi,"Abide in me, and I in you. John 15:4"
2025-08-25 07:45:00,Thomas,#iconium,God loveth a cheerful giver. 2 Cor 9:7
2025-08-25 08:45:00,Mark,#cyprus,God is a Spirit. John 4:24
2025-08-25 16:45:00,Sosthenes,#galatia,God is no respecter of persons. Acts 10:34
2025-08-26 09:15:00,Paul,#hierapolis,Blessed are the pure in heart. Matt 5:8
2025-08-27 07:00:00,Philip,#troas,"Physician, heal thyself. Luke 4:23"
2025-08-27 09:30:00,Bartholomew,#miletus,I can do all things through Christ. Phil 4:13
2025-08-27 11:30:00,Apollos,#jerusalem,"Father, into thy hands I commend my spirit. Luke 23:46"
2025-08-27 18:20:00,Phoebe,#pergamum,In my Father's house are many mansions. John 14:2
2025-08-28 14:20:00,Aquila,#crete,"All have sinned, and come short of the glory of God. Rom 3:23"
2025-08-28 14:30:00,Phoebe,#thessalonica,"Be ye stedfast, unmoveable, always abounding. 1 Cor 15:58"
2025-08-29 09:00:00,Sopater,#patmos,The effectual fervent prayer availeth much. James 5:16
2025-08-29 09:30:00,Simon_Zealot,#tarsus,"Come unto me, all ye that labour. Matt 11:28"
2025-08-29 18:00:00,John,#perga,The truth shall make you free. John 8:32
2025-08-30 16:30:00,Thomas,#laodicea,Put on the whole armour of God. Eph 6:11
2025-08-31 18:20:00,Bartholomew,#pergamum,Study to shew thyself approved unto God. 2 Tim 2:15
2025-09-01 08:45:00,Philip_Deacon,#rome,"If God be for us, who can be against us? Rom 8:31"
2025-09-02 15:30:00,Apphia,#ephesus,Study to shew thyself approved unto God. 2 Tim 2:15
2025-09-04 10:20:00,Nicolas,#hierapolis,Prove all things; hold fast that which is good. 1 Thess 5:21
2025-09-05 09:15:00,Sosthenes,#troas,Put on the whole armour of God. Eph 6:11
2025-09-05 09:45:00,Timon,#rome,Lay not up for yourselves treasures upon earth. Matt 6:19
2025-09-05 15:15:00,Thaddaeus,#jerusalem,Let your light so shine before men. Matt 5:16
2025-09-05 19:30:00,Paul,#alexandria,Behold the Lamb of God. John 1:29
2025-09-06 08:00:00,Asyncritus,#thessalonica,A new commandment I give unto you. John 13:34
2025-09-06 08:00:00,Simon_Zealot,#philippi,"Lord, lay not this sin to their charge. Acts 7:60"
2025-09-06 13:20:00,Zenas,#laodicea,"Love suffereth long, and is kind. 1 Cor 13:4"
2025-09-06 16:00:00,Paul,#rome,"Take my yoke upon you, and learn of me. Matt 11:29"
2025-09-06 19:45:00,Bartholomew,#damascus,My grace is sufficient for thee. 2 Cor 12:9
2025-09-07 07:30:00,Caius,#damascus,Be not conformed to this world. Rom 12:2
2025-09-07 09:00:00,Thaddaeus,#thyatira,"The fruit of the Spirit is love, joy, peace. Gal 5:22"
2025-09-07 18:15:00,James_Zebedee,#derbe,"Jesus Christ the same yesterday, and to day, and for ever. Heb 13:8"
2025-09-07 19:20:00,Crescens,#antioch,The just shall live by faith. Rom 1:17
2025-09-08 10:00:00,Paul,#philippi,"Lord, teach us to pray. Luke 11:1"
2025-09-08 10:30:00,Gaius_Derbe,#thessalonica,"Lord, teach us to pray. Luke 11:1"
2025-09-08 19:00:00,Chloe,#samaria,I am the light of the world. John 8:12
2025-09-09 10:00:00,Simon_Zealot,#smyrna,Study to shew thyself approved unto God. 2 Tim 2:15
2025-09-09 14:00:00,Paul,#laodicea,It is finished. John 19:30
2025-09-09 15:00:00,Prochorus,#troas,By grace are ye saved through faith. Eph 2:8
2025-09-10 10:30:00,Parmenas,#joppa,We ought to obey God rather than men. Acts 5:29
2025-09-10 13:00:00,Paul,#rome,God is a Spirit. John 4:24
2025-09-10 14:45:00,Andronicus,#thyatira,Greater love hath no man than this. John 15:13
2025-09-11 08:30:00,Cephas_Disciple,#lystra,"Give, and it shall be given unto you. Luke 6:38"
2025-09-11 09:30:00,Patrobas,#patmos,Be not conformed to this world. Rom 12:2
2025-09-11 15:30:00,Matthew,#sardis,"Behold, I stand at the door, and knock. Rev 3:20"
2025-09-11 18:00:00,Paul,#thessalonica,Charity never faileth. 1 Cor 13:8
2025-09-11 18:30:00,Thomas,#corinth,"Abide in me, and I in you. John 15:4"
2025-09-12 10:30:00,Matthew,#malta,Let brotherly love continue. Heb 13:1
2025-09-12 16:30:00,Philip,#tarsus,God is no respecter of persons. Acts 10:34
2025-09-13 07:00:00,Parmenas,#philippi,And the Word was made flesh. John 1:14
2025-09-13 09:30:00,Bartholomew,#patmos,"For in him we live, and move, and have our being. Acts 17:28"
2025-09-13 10:20:00,Bartholomew,#derbe,Let not your heart be troubled. John 14:1
2025-09-14 08:00:00,Caius,#damascus,The truth shall make you free. John 8:32
2025-09-14 11:00:00,Andrew,#antioch,By their fruits ye shall know them. Matt 7:20
2025-09-15 13:30:00,Peter,#samaria,Silver and gold have I none. Acts 3:6
2025-09-15 14:00:00,Paul,#sardis,Set your affection on things above. Col 3:2
2025-09-16 07:30:00,Matthias,#colossae,Seek ye first the kingdom of God. Matt 6:33
2025-09-16 09:30:00,Achaicus,#philadelphia,Set your affection on things above. Col 3:2
2025-09-16 13:00:00,Persis,#hierapolis,Ye are the light of the world. Matt 5:14
2025-09-16 14:30:00,Paul,#lystra,Believe on the Lord Jesus Christ. Acts 16:31
2025-09-17 09:00:00,Barnabas,#samaria,Thou shalt love thy neighbour as thyself. Matt 22:39
2025-09-17 10:45:00,Stephanas,#hierapolis,By grace are ye saved through faith. Eph 2:8
2025-09-17 16:15:00,Paul,#alexandria,All things work together for good. Rom 8:28
2025-09-18 07:00:00,Thomas,#thessalonica,Surely I come quickly. Amen. Rev 22:20
2025-09-18 11:20:00,Matthew,#puteoli,All things work together for good. Rom 8:28
2025-09-19 08:00:00,Paul,#galatia,Man shall not live by bread alone. Luke 4:4
2025-09-19 15:00:00,Matthias,#antioch,Blessed are the pure in heart. Matt 5:8
2025-09-20 09:30:00,Carpus,#iconium,I am the bread of life. John 6:35
2025-09-20 13:20:00,Matthew,#malta,God is a Spirit. John 4:24
2025-09-20 15:15:00,Paul,#smyrna,Be not forgetful to entertain strangers. Heb 13:2
2025-09-20 15:30:00,Luke,#corinth,"Love suffereth long, and is kind. 1 Cor 13:4"
2025-09-21 08:00:00,Nicanor,#derbe,"I am the way, the truth, and the life. John 14:6"
2025-09-21 10:00:00,Thaddaeus,#colossae,I am the good shepherd. John 10:11
2025-09-21 14:00:00,Matthias,#patmos,Silver and gold have I none. Acts 3:6
2025-09-22 11:00:00,John,#pergamum,The disciples were called Christians first in Antioch. Acts 11:26
2025-09-22 19:00:00,Hermes,#crete,Suffer the little children to come unto me. Matt 19:14
2025-09-23 10:00:00,Matthew,#caesarea,Go thou and do likewise. Luke 10:37
2025-09-23 14:00:00,Stephen,#derbe,Old things are passed away; all things are become new. 2 Cor 5:17
2025-09-23 16:00:00,Bartholomew,#samaria,"Physician, heal thyself. Luke 4:23"
2025-09-24 08:30:00,Gaius_Derbe,#joppa,It is finished. John 19:30
2025-09-24 09:45:00,Secundus,#colossae,Be not forgetful to entertain strangers. Heb 13:2
2025-09-25 08:00:00,Peter,#cyprus,Man shall not live by bread alone. Luke 4:4
2025-09-25 13:45:00,Gaius_Derbe,#pergamum,Ye are the salt of the earth. Matt 5:13
2025-09-25 19:20:00,Achaicus,#colossae,Greater love hath no man than this. John 15:13
2025-09-27 09:30:00,Paul,#iconium,The disciples were called Christians first in Antioch. Acts 11:26
2025-09-27 10:00:00,Patrobas,#berea,The leaves of the tree were for the healing of nations. Rev 22:2
2025-09-27 11:00:00,Bartholomew,#miletus,It is finished. John 19:30
2025-09-27 15:30:00,Rufus,#iconium,Blessed are the merciful. Matt 5:7
2025-09-28 14:15:00,Timothy,#smyrna,The sabbath was made for man. Mark 2:27
2025-09-28 16:20:00,Persis,#caesarea,Blessed are the poor in spirit. Matt 5:3
2025-09-30 14:00:00,Paul,#cyprus,"Draw nigh to God, and he will draw nigh. James 4:8"
2025-09-30 15:00:00,Aristarchus,#puteoli,All things work together for good. Rom 8:28
2025-10-01 10:20:00,Barnabas,#joppa,The truth shall make you free. John 8:32
2025-10-01 13:15:00,Paul,#samaria,There is neither Jew nor Greek. Gal 3:28
2025-10-02 09:00:00,James_Zebedee,#sardis,Without faith it is impossible to please him. Heb 11:6
2025-10-02 10:00:00,Luke,#pergamum,"Repent ye therefore, and be converted, that your sins may be blotted out. Acts 3:19"
2025-10-02 14:00:00,Hermes,#derbe,Glory to God in the highest. Luke 2:14
2025-10-02 16:20:00,Thaddaeus,#jerusalem,"Lord, lay not this sin to their charge. Acts 7:60"
2025-10-02 18:00:00,Nicolas,#athens,"God is light, and in him is no darkness. 1 John 1:5"
2025-10-03 09:00:00,Paul,#miletus,"Where your treasure is, there will your heart be. Luke 12:34"
2025-10-03 11:15:00,Paul,#smyrna,Prove all things; hold fast that which is good. 1 Thess 5:21
2025-10-04 16:00:00,Sosthenes,#athens,"Jesus Christ the same yesterday, and to day, and for ever. Heb 13:8"
2025-10-05 07:00:00,Paul,#laodicea,Watch therefore: for ye know not what hour. Matt 24:42
2025-10-05 08:45:00,Gaius_Macedonia,#cyprus,Charity never faileth. 1 Cor 13:8
2025-10-05 10:20:00,Epaphras,#patmos,"Abide in me, and I in you. John 15:4"
2025-10-05 11:45:00,Cephas_Disciple,#pergamum,Behold the Lamb of God. John 1:29
2025-10-06 09:45:00,Agabus,#smyrna,I am the bread of life. John 6:35
2025-10-06 14:15:00,Andrew,#corinth,Rejoice in the Lord alway. Phil 4:4
2025-10-07 13:20:00,Luke,#pergamum,Watch therefore: for ye know not what hour. Matt 24:42
2025-10-07 16:30:00,Nicanor,#smyrna,Rejoice in the Lord alway. Phil 4:4
2025-10-08 08:30:00,Philip,#alexandria,Surely I come quickly. Amen. Rev 22:20
2025-10-08 09:30:00,Paul,#smyrna,Render unto Caesar the things which are Caesar's. Matt 22:21
2025-10-08 14:45:00,Manaen,#tarsus,God loveth a cheerful giver. 2 Cor 9:7
2025-10-09 09:00:00,Aristarchus,#smyrna,All scripture is given by inspiration of God. 2 Tim 3:16
2025-10-09 11:00:00,Lucius,#berea,"Behold, I stand at the door, and knock. Rev 3:20"
2025-10-09 15:30:00,Rufus,#berea,Prove all things; hold fast that which is good. 1 Thess 5:21
2025-10-10 07:20:00,Titus,#damascus,"I was hungred, and ye gave me meat. Matt 25:35"
2025-10-11 09:30:00,Philip,#athens,"Behold, I make all things new. Rev 21:5"
2025-10-11 11:30:00,Andrew,#patmos,There is neither Jew nor Greek. Gal 3:28
2025-10-11 14:00:00,James_Zebedee,#troas,"Go ye therefore, and teach all nations. Matt 28:19"
2025-10-11 18:30:00,Patrobas,#thyatira,Blessed are the poor in spirit. Matt 5:3
2025-10-12 11:45:00,Paul,#caesarea,Blessed are the pure in heart. Matt 5:8
2025-10-13 09:20:00,Hermes,#colossae,"Give, and it shall be given unto you. Luke 6:38"
2025-10-13 10:20:00,Crispus,#perga,Whatsoever things are true... think on these things. Phil 4:8
2025-10-13 10:30:00,Secundus,#philadelphia,"Abide in me, and I in you. John 15:4"
2025-10-13 11:45:00,Apollos,#rome,"If God be for us, who can be against us? Rom 8:31"
2025-10-13 18:30:00,Luke,#damascus,Believe on the Lord Jesus Christ. Acts 16:31
2025-10-14 13:00:00,Paul,#damascus,The disciples were called Christians first in Antioch. Acts 11:26
2025-10-14 16:30:00,Nicolas,#thessalonica,"Physician, heal thyself. Luke 4:23"
2025-10-15 11:30:00,James_Zebedee,#corinth,Thou shalt love thy neighbour as thyself. Matt 22:39
2025-10-15 18:20:00,Sosthenes,#troas,Mary hath chosen that good part. Luke 10:42
2025-10-15 19:15:00,Paul,#laodicea,Blessed are they that mourn. Matt 5:4
2025-10-16 09:15:00,Onesiphorus,#iconium,Set your affection on things above. Col 3:2
2025-10-16 10:45:00,Crescens,#philadelphia,"Come over into Macedonia, and help us. Acts 16:9"
2025-10-16 11:30:00,Zenas,#philadelphia,"Where your treasure is, there will your heart be. Luke 12:34"
2025-10-17 18:00:00,Bartholomew,#iconium,Suffer the little children to come unto me. Matt 19:14
2025-10-18 10:00:00,Lydia,#laodicea,Ye are the light of the world. Matt 5:14
2025-10-18 19:30:00,Paul,#smyrna,"Peace I leave with you, my peace I give unto you. John 14:27"
2025-10-19 07:30:00,Stephen,#jerusalem,"Physician, heal thyself. Luke 4:23"
