timestamp,user,channel,text
2025-07-23 08:00:00,Tychicus,#judges_of_israel,I AM THAT I AM. Ex 3:14
2025-07-23 14:00:00,Timothy,#judges_of_israel,"Ask, and it shall be given you. Matt 7:7"
2025-07-23 15:00:00,Elisha,#the_three,Set your affection on things above. Col 3:2
2025-07-23 18:15:00,Jeremiah,#tribe_of_gad,Thou shalt love thy neighbour as thyself. Lev 19:18
2025-07-23 19:00:00,Joshua,#tribe_of_joseph,"The fruit of the Spirit is love, joy, peace. Gal 5:22"
2025-07-24 08:00:00,Linus,#nehemiah_builders,Vanity of vanities; all is vanity. Eccl 1:2
2025-07-24 13:15:00,Crispus,#tribe_of_manasseh,"Lord, teach us to pray. Luke 11:1"
2025-07-24 13:30:00,Eutychus,#tribe_of_reuben,Man shall not live by bread alone. Matt 4:4
2025-07-24 16:20:00,Silas,#church_at_rome,Is there not a cause? 1 Sam 17:29
2025-07-24 18:00:00,Luke,#tribe_of_naphtali,By their fruits ye shall know them. Matt 7:20
2025-07-24 19:45:00,Ehud,#kings_of_israel,Thou shalt have no other gods before me. Ex 20:3
2025-07-25 13:00:00,Job,#nazarites,Where two or three are gathered in my name. Matt 18:20
2025-07-25 16:20:00,Ehud,#pharisees,Noah found grace in the eyes of the Lord. Gen 6:8
2025-07-25 18:30:00,Zephaniah,#the_twelve,Silver and gold have I none. Acts 3:6
2025-07-26 07:00:00,Paul,#tribe_of_issachar,"Lord, teach us to pray. Luke 11:1"
2025-07-26 14:00:00,Junia,#sons_of_asaph,To every thing there is a season. Eccl 3:1
2025-07-26 16:45:00,Jonah,#tribe_of_ephraim,I am the bread of life. John 6:35
2025-07-27 08:15:00,Jason,#church_at_jerusalem,For God so loved the world. John 3:16
2025-07-27 08:20:00,Othniel,#minor_prophets,Be ye kind one to another. Eph 4:32
2025-07-27 11:00:00,Elijah,#church_at_ephesus,"Now abideth faith, hope, charity. 1 Cor 13:13"
2025-07-27 15:30:00,Timon,#tribe_of_joseph,Let not your heart be troubled. John 14:1
2025-07-28 08:20:00,Matthew,#judges_of_israel,Ye must be born again. John 3:7
2025-07-28 16:00:00,Jehoshaphat,#church_at_antioch,They that wait upon the Lord shall renew their strength. Isa 40:31
2025-07-29 09:30:00,Secundus,#sanhedrin,"Behold, I make all things new. Rev 21:5"
2025-07-29 15:00:00,Paul,#pharisees,"Lo, I am with you alway. Matt 28:20"
2025-07-29 15:30:00,Paul,#church_at_corinth,By their fruits ye shall know them. Matt 7:20
2025-07-29 18:00:00,Aaron,#tribe_of_joseph,By grace are ye saved through faith. Eph 2:8
2025-07-29 18:30:00,Paul,#the_seventy,Where two or three are gathered in my name. Matt 18:20
2025-07-30 08:00:00,Elisabeth,#davids_mighty_men,Seek ye first the kingdom of God. Matt 6:33
2025-07-30 13:15:00,Paul,#church_at_rome,"I am the way, the truth, and the life. John 14:6"
2025-07-30 14:45:00,Paul,#minor_prophets,God loveth a cheerful giver. 2 Cor 9:7
2025-07-31 11:30:00,Paul,#sadducees,Pray without ceasing. 1 Thess 5:17
2025-08-01 14:30:00,Timothy,#tribe_of_issachar,Believe on the Lord Jesus Christ. Acts 16:31
2025-08-01 16:30:00,Barnabas,#the_twelve,"Call unto me, and I will answer thee. Jer 33:3"
2025-08-01 19:30:00,Zenas,#nazarites,To every thing there is a season. Eccl 3:1
2025-08-02 09:00:00,Zedekiah,#sons_of_asaph,Let not your heart be troubled. John 14:1
2025-08-02 10:00:00,Trophimus,#elders_ephesus,The sabbath was made for man. Mark 2:27
2025-08-03 10:45:00,Agabus,#major_prophets,"All have sinned, and come short of the glory of God. Rom 3:23"
2025-08-04 09:45:00,Mark,#church_at_jerusalem,Blessed are the poor in spirit. Matt 5:3
2025-08-04 13:00:00,Cleopas,#gideons_three_hundred,"Saul, Saul, why persecutest thou me? Acts 9:4"
2025-08-04 13:20:00,Aaron,#kings_of_israel,My grace is sufficient for thee. 2 Cor 12:9
2025-08-04 15:30:00,Timothy,#major_prophets,There is neither Jew nor Greek. Gal 3:28
2025-08-04 16:45:00,James_Alphaeus,#seven_churches_of_asia,"Love suffereth long, and is kind. 1 Cor 13:4"
2025-08-04 18:30:00,Miriam,#tribe_of_manasseh,Old things are passed away. 2 Cor 5:17
2025-08-05 07:15:00,Andrew,#tribe_of_reuben,The Lord looketh on the heart. 1 Sam 16:7
2025-08-05 08:00:00,Eutychus,#school_of_prophets,"If God be for us, who can be against us? Rom 8:31"
2025-08-05 14:00:00,Habakkuk,#major_prophets,"Now abideth faith, hope, charity. 1 Cor 13:13"
2025-08-06 11:00:00,Sopater,#church_at_antioch,I am the light of the world. John 8:12
2025-08-07 09:00:00,Jehu,#elders_jerusalem,"Be sober, be vigilant. 1 Pet 5:8"
2025-08-07 10:00:00,Andronicus,#tribe_of_issachar,Honour thy father and thy mother. Ex 20:12
2025-08-07 13:30:00,Elisha,#church_at_rome,Ye are the light of the world. Matt 5:14
2025-08-07 14:30:00,John,#tribe_of_asher,The wages of sin is death. Rom 6:23
2025-08-07 14:30:00,Elisha,#sons_of_the_prophets,Blessed are the meek. Matt 5:5
2025-08-08 13:15:00,Philip,#tribe_of_simeon,Blessed are the merciful. Matt 5:7
2025-08-08 14:00:00,Trophimus,#house_of_saul,"Come unto me, all ye that labour. Matt 11:28"
2025-08-08 14:00:00,Ezra,#nehemiah_builders,All scripture is given by inspiration of God. 2 Tim 3:16
2025-08-08 15:30:00,Rachel,#tribe_of_asher,"Give, and it shall be given unto you. Luke 6:38"
2025-08-09 08:30:00,Peter,#tribe_of_reuben,God is a Spirit. John 4:24
2025-08-09 10:30:00,Sarah,#tribe_of_benjamin,"Lord, teach us to pray. Luke 11:1"
2025-08-10 09:00:00,Ezekiel,#kings_of_israel,By grace are ye saved through faith. Eph 2:8
2025-08-10 09:20:00,Abraham,#church_at_jerusalem,Vanity of vanities; all is vanity. Eccl 1:2
2025-08-10 10:00:00,Peter,#sadducees,"Create in me a clean heart, O God. Ps 51:10"
2025-08-10 11:15:00,Elijah,#kings_of_israel,Blessed are the peacemakers. Matt 5:9
2025-08-10 15:00:00,Obadiah,#ezra_assembly,I can do all things through Christ. Phil 4:13
2025-08-11 10:15:00,Manasseh_King,#pharisees,"Call unto me, and I will answer thee. Jer 33:3"
2025-08-11 11:00:00,Nehemiah,#tribe_of_naphtali,There is neither Jew nor Greek. Gal 3:28
2025-08-12 11:00:00,Archippus,#church_at_rome,"Speak, Lord; for thy servant heareth. 1 Sam 3:9"
2025-08-12 14:45:00,Aholiab,#house_of_saul,"Unto us a child is born, unto us a son is given. Isa 9:6"
2025-08-13 07:30:00,Apollos,#church_at_rome,Rejoice in the Lord alway. Phil 4:4
2025-08-14 08:45:00,James_Zebedee,#tribe_of_ephraim,Set your affection on things above. Col 3:2
2025-08-14 10:00:00,Zipporah,#sons_of_asaph,"We walk by faith, not by sight. 2 Cor 5:7"
2025-08-14 13:45:00,Ezra,#kings_of_israel,There is neither Jew nor Greek. Gal 3:28
2025-08-15 07:30:00,Luke,#tribe_of_reuben,Silver and gold have I none. Acts 3:6
2025-08-15 09:20:00,Cleopas,#church_at_jerusalem,Put on the whole armour of God. Eph 6:11
2025-08-15 14:30:00,Haggai,#sanhedrin,Vanity of vanities; all is vanity. Eccl 1:2
2025-08-16 14:30:00,Joshua,#church_at_ephesus,They that wait upon the Lord shall renew their strength. Isa 40:31
2025-08-16 18:15:00,Peter,#kings_of_judah,Silver and gold have I none. Acts 3:6
2025-08-17 11:00:00,John,#kings_of_judah,The Lord looketh on the heart. 1 Sam 16:7
2025-08-17 14:15:00,Peter,#tribe_of_naphtali,It is more blessed to give than to receive. Acts 20:35
2025-08-17 14:20:00,Zipporah,#church_at_philippi,Behold the Lamb of God. John 1:29
2025-08-18 09:15:00,Judah,#royal_court_solomon,How are the mighty fallen. 2 Sam 1:25
2025-08-18 11:00:00,Simeon_Temple,#house_of_saul,Jesus wept. John 11:35
2025-08-19 14:00:00,Stephanas,#tribe_of_dan,Peace I leave with you. John 14:27
2025-08-20 08:15:00,Daniel,#tribe_of_simeon,"Give, and it shall be given unto you. Luke 6:38"
2025-08-20 09:15:00,Jethro,#church_at_jerusalem,Before I formed thee in the belly I knew thee. Jer 1:5
2025-08-20 14:45:00,Timothy,#deacons_seven,"Bless the Lord, O my soul. Ps 103:1"
2025-08-20 14:45:00,Jonathan,#ezra_assembly,"Unto us a child is born, unto us a son is given. Isa 9:6"
2025-08-20 15:00:00,Philip_Deacon,#house_of_saul,"Behold, I stand at the door, and knock. Rev 3:20"
2025-08-20 18:00:00,Saul,#tribe_of_judah,"Love suffereth long, and is kind. 1 Cor 13:4"
2025-08-20 19:00:00,Elisha,#elders_of_israel,Lay not up for yourselves treasures upon earth. Matt 6:19
2025-08-21 09:30:00,Ezra,#tribe_of_benjamin,Now faith is the substance of things hoped for. Heb 11:1
2025-08-21 14:20:00,Joseph_NT,#returnees_from_exile,Jesus wept. John 11:35
2025-08-21 19:45:00,Philip_Deacon,#sanhedrin,He was wounded for our transgressions. Isa 53:5
2025-08-21 19:45:00,Joseph_NT,#major_prophets,They that wait upon the Lord shall renew their strength. Isa 40:31
2025-08-22 09:15:00,Joel,#sons_of_asaph,They that wait upon the Lord shall renew their strength. Isa 40:31
2025-08-22 09:15:00,Carpus,#tribe_of_levi,I can do all things through Christ. Phil 4:13
2025-08-24 09:30:00,Jehu,#house_of_david,"The Lord is with thee, thou mighty man of valour. Judg 6:12"
2025-08-24 14:45:00,Obadiah,#elders_jerusalem,Repent ye: for the kingdom of heaven is at hand. Matt 3:2
2025-08-24 18:30:00,David,#tribe_of_simeon,"Be still, and know that I am God. Ps 46:10"
2025-08-25 07:45:00,Aholiab,#sons_of_the_prophets,My grace is sufficient for thee. 2 Cor 12:9
2025-08-25 09:30:00,Elijah,#nazarites,All things work together for good. Rom 8:28
2025-08-25 09:45:00,Epaphroditus,#nehemiah_builders,"Love suffereth long, and is kind. 1 Cor 13:4"
2025-08-25 13:00:00,David,#ezra_assembly,The effectual fervent prayer availeth much. James 5:16
2025-08-25 14:30:00,Amos,#deacons_seven,Ye are the light of the world. Matt 5:14
2025-08-25 18:00:00,Nicanor,#levites,"Whither thou goest, I will go. Ruth 1:16"
2025-08-26 09:20:00,Rachel,#tribe_of_levi,Let not your heart be troubled. John 14:1
2025-08-26 10:30:00,Saul,#ezra_assembly,Believe on the Lord Jesus Christ. Acts 16:31
2025-08-26 14:20:00,Nehemiah,#nehemiah_builders,"Fear not: for, behold, I bring you good tidings. Luke 2:10"
2025-08-27 08:15:00,Naphtali,#the_three,By grace are ye saved through faith. Eph 2:8
2025-08-27 10:30:00,James_Alphaeus,#scribes,Before I formed thee in the belly I knew thee. Jer 1:5
2025-08-28 07:20:00,Jeremiah,#church_at_ephesus,Repent ye: for the kingdom of heaven is at hand. Matt 3:2
2025-08-28 08:30:00,Nicolas,#sons_of_the_prophets,A friend loveth at all times. Prov 17:17
2025-08-28 10:00:00,Mark,#school_of_prophets,Set your affection on things above. Col 3:2
2025-08-28 14:30:00,Paul,#church_at_ephesus,"Ask, and it shall be given you. Matt 7:7"
2025-08-28 16:15:00,Nehemiah,#sadducees,Love worketh no ill to his neighbour. Rom 13:10
2025-08-29 08:45:00,Timothy,#church_at_antioch,Get thee out of thy country. Gen 12:1
2025-08-29 09:00:00,Epaphroditus,#tribe_of_reuben,Be not conformed to this world. Rom 12:2
2025-08-29 09:20:00,Joshua,#elders_of_israel,Jesus wept. John 11:35
2025-08-29 13:15:00,Nehemiah,#pharisees,A soft answer turneth away wrath. Prov 15:1
2025-08-29 14:00:00,Shem,#sanhedrin,Thy word is a lamp unto my feet. Ps 119:105
2025-08-29 18:00:00,Moses,#the_twelve,Ye must be born again. John 3:7
2025-08-30 10:00:00,Silas,#seven_churches_of_asia,Thy word is a lamp unto my feet. Ps 119:105
2025-08-30 18:30:00,Phoebe,#tribe_of_zebulun,By grace are ye saved through faith. Eph 2:8
2025-08-30 18:45:00,Anna,#scribes,Study to shew thyself approved unto God. 2 Tim 2:15
2025-08-30 19:20:00,Elisha,#tribe_of_simeon,"Create in me a clean heart, O God. Ps 51:10"
2025-08-31 07:30:00,James_Zebedee,#gideons_three_hundred,"Whither thou goest, I will go. Ruth 1:16"
2025-08-31 09:00:00,Caleb,#school_of_prophets,Be not conformed to this world. Rom 12:2
2025-08-31 18:20:00,Mordecai,#kings_of_judah,"The fruit of the Spirit is love, joy, peace. Gal 5:22"
2025-08-31 19:45:00,Chloe,#tribe_of_benjamin,Be strong and of a good courage. Josh 1:9
2025-09-01 18:30:00,Paul,#kings_of_judah,A soft answer turneth away wrath. Prov 15:1
2025-09-02 14:00:00,Mark,#sons_of_the_prophets,God is a Spirit. John 4:24
2025-09-03 09:15:00,Nehemiah,#house_of_david,Cast all your care upon him. 1 Pet 5:7
2025-09-03 18:30:00,Epaphras,#tribe_of_manasseh,Perfect love casteth out fear. 1 John 4:18
2025-09-03 19:15:00,Silas,#tribe_of_judah,Salvation is of the Lord. Jonah 2:9
2025-09-04 09:00:00,Joseph_OT,#church_at_rome,By their fruits ye shall know them. Matt 7:20
2025-09-04 09:20:00,Elisha,#the_seventy,I can do all things through Christ. Phil 4:13
2025-09-04 10:20:00,Luke,#sadducees,"I am the God of Abraham, Isaac, and Jacob. Ex 3:6"
2025-09-04 10:45:00,David,#elders_ephesus,Noah found grace in the eyes of the Lord. Gen 6:8
2025-09-05 08:00:00,Daniel,#kings_of_judah,Peace I leave with you. John 14:27
2025-09-05 09:45:00,Epaphras,#tribe_of_ephraim,Pride goeth before destruction. Prov 16:18
2025-09-05 16:00:00,Jehu,#the_seventy,Where two or three are gathered in my name. Matt 18:20
2025-09-06 11:00:00,Mark,#pharisees,I am the bread of life. John 6:35
2025-09-06 14:00:00,Mark,#church_at_corinth,Thou shalt have no other gods before me. Ex 20:3
2025-09-06 16:00:00,Naomi,#seven_churches_of_asia,"Unto us a child is born, unto us a son is given. Isa 9:6"
2025-09-06 16:00:00,Bathsheba,#tribe_of_gad,"Behold, I make all things new. Rev 21:5"
2025-09-07 09:00:00,Nicanor,#church_at_jerusalem,By grace are ye saved through faith. Eph 2:8
2025-09-07 09:20:00,Nehemiah,#kings_of_israel,Blessed are the peacemakers. Matt 5:9
2025-09-07 18:20:00,Ahab,#tribe_of_issachar,"Bless the Lord, O my soul. Ps 103:1"
2025-09-07 19:20:00,Zebulun,#tribe_of_naphtali,God loveth a cheerful giver. 2 Cor 9:7
2025-09-08 10:00:00,Naomi,#church_at_rome,"Unto us a child is born, unto us a son is given. Isa 9:6"
2025-09-09 09:30:00,Stephen,#sanhedrin,To every thing there is a season. Eccl 3:1
